value,weight
171,41
356,549
645,131
361,684
767,141
718,731
151,14
497,725
932,542
232,203
804,781
128,388
832,829
903,805
580,662
785,470
243,710
615,57
288,722
663,663
879,214
596,121
361,485
77,648
62,870
852,9
629,275
237,841
911,623
302,792
714,259
149,909
665,53
76,862
97,829
930,658
534,733
188,470
356,973
9,672
161,720
771,635
527,199
232,591
240,40
472,676
578,803
498,211
650,264
703,897
20,912
752,409
176,758
794,869
545,66
455,641
368,162
185,100
709,645
952,707
541,126
875,636
519,929
867,740
896,541
202,757
614,518
683,72
18,805
131,931
374,631
108,47
294,431
307,632
452,449
247,674
883,828
714,196
365,26
309,164
184,127
443,15
331,92
951,795
710,751
482,35
367,953
756,709
937,163
68,68
687,342
227,646
591,30
698,89
33,625
668,30
286,490
309,986
38,269
690,877
234,382
227,921
160,787
835,937
932,850
472,451
611,304
694,316
195,312
310,782
87,236
475,456
95,858
469,738
891,990
742,28
904,592
906,954
339,530
604,206
67,977
588,362
979,253
668,488
437,854
306,536
18,477
863,117
605,532
766,20
792,619
888,186
413,272
900,137
623,82
125,615
490,786
259,796
772,927
347,909
911,660
202,234
127,472
893,464
877,386
636,483
486,7
460,52
766,794
348,747
190,510
688,682
229,619
457,533
306,411
845,705
695,279
154,984
121,731
766,246
740,674
91,12
611,31
318,647
62,10
334,123
116,20
697,33
943,935
282,946
248,908
143,935
207,546
943,735
724,984
833,604
988,551
431,458
139,311
106,93
584,316
71,670
854,997
582,313
214,202
619,998
898,855
997,826
349,121
68,882
894,163
641,116
163,365
525,721
241,162
443,155
218,645
585,367
400,608
281,174
