value,weight
319,970
43,427
641,725
905,890
10,535
14,584
538,256
752,962
231,728
71,385
1000,782
792,106
36,255
111,283
768,839
977,243
367,296
199,543
747,92
302,189
42,776
420,710
237,863
13,389
186,927
11,15
761,61
436,702
723,808
885,150
918,60
469,738
349,910
268,964
36,679
714,656
330,759
932,987
743,911
440,213
965,914
194,1000
90,441
48,204
923,522
752,377
181,284
681,960
133,986
806,903
264,593
655,311
764,936
658,99
509,547
79,958
883,444
17,441
57,903
528,289
793,7
235,537
642,946
370,633
763,526
738,243
186,975
938,245
509,807
42,960
818,32
884,100
474,33
570,414
479,410
63,759
167,205
986,370
369,475
932,793
572,120
363,556
606,229
559,552
210,712
777,264
483,930
716,915
509,725
827,554
747,359
74,43
290,935
377,366
261,219
475,772
922,764
29,463
489,303
449,539
693,88
922,775
467,461
466,63
736,308
920,417
495,874
597,817
63,489
533,876
314,741
67,366
746,396
28,752
183,872
118,577
812,658
858,184
895,612
68,139
910,98
499,103
423,902
452,933
984,704
713,45
901,902
647,698
528,565
861,842
227,572
984,280
593,33
539,239
2,819
172,21
837,948
26,545
848,48
962,139
563,662
265,303
594,250
412,30
561,876
483,825
106,65
940,82
825,787
195,265
49,464
935,7
56,748
8,707
573,796
589,327
178,585
802,310
172,548
510,276
55,196
458,977
343,217
30,396
841,860
678,713
528,5
657,574
131,992
298,912
795,581
983,924
411,459
423,332
880,673
969,345
232,833
799,904
487,121
353,746
900,918
478,755
458,159
470,519
642,715
210,84
198,313
437,944
304,986
980,40
641,181
880,57
262,415
765,23
437,156
554,360
957,646
937,500
203,361
49,708
