value,weight
826,628
635,1000
548,158
624,759
30,928
621,566
446,49
584,344
243,393
503,870
819,40
135,167
319,368
534,328
691,425
880,17
530,817
494,628
703,437
190,346
742,49
203,708
192,376
148,707
109,433
403,692
76,926
324,780
870,194
813,931
537,926
868,640
176,872
875,641
496,264
713,333
13,856
235,217
787,920
24,395
168,115
722,518
390,218
487,930
919,211
775,879
729,710
305,646
673,171
566,228
803,787
319,468
239,745
889,680
704,693
78,84
175,349
632,807
172,408
391,934
172,217
202,439
654,140
730,359
607,464
345,312
61,369
938,691
889,992
354,38
53,650
955,410
549,338
810,651
795,100
710,541
114,519
513,887
20,109
540,831
191,266
698,866
738,879
70,894
653,250
225,902
214,940
939,760
696,294
251,415
886,217
570,889
438,193
881,428
576,316
523,9
877,685
316,213
965,856
313,896
801,801
794,724
871,494
450,676
795,61
215,446
474,947
389,671
234,619
93,721
206,159
994,427
726,309
868,261
58,809
165,295
831,51
297,189
202,957
683,641
482,140
571,237
746,488
587,763
644,553
401,939
913,512
62,952
796,167
149,207
567,686
311,229
756,771
763,100
414,197
772,370
537,565
154,175
251,818
714,648
262,591
713,245
110,827
716,187
404,581
331,926
133,346
827,375
501,341
467,494
365,561
327,477
220,78
176,392
825,390
76,316
654,890
121,339
104,958
517,161
235,565
114,191
482,986
213,98
333,229
877,894
707,367
616,644
262,666
761,389
143,791
390,946
326,317
182,242
763,643
128,255
723,866
270,813
866,970
649,880
135,519
782,905
605,312
125,644
861,693
826,569
761,210
340,13
756,228
827,733
141,302
600,711
354,976
796,372
632,725
426,862
993,904
328,426
775,763
40,329
