value,weight
179,769
612,893
909,971
889,996
247,141
30,563
375,918
425,517
292,670
824,507
780,37
160,84
264,813
471,373
20,70
497,470
931,998
327,657
488,698
911,295
63,926
852,529
441,973
277,872
862,966
84,681
813,3
925,761
599,823
646,512
130,323
877,333
457,157
140,438
617,917
498,986
422,157
396,830
12,45
513,312
913,728
227,139
911,735
856,703
200,896
920,828
226,747
938,499
58,728
359,217
668,72
160,313
712,390
866,221
777,82
479,153
848,786
617,124
829,893
240,419
669,454
483,932
759,753
371,572
520,493
626,341
566,806
779,344
906,989
531,979
814,847
756,951
838,135
987,88
388,825
727,722
547,764
970,540
365,562
293,868
416,927
507,783
835,252
503,379
950,679
282,443
983,985
316,349
553,171
380,796
767,182
523,446
687,382
170,521
121,129
260,878
606,786
229,258
62,437
794,573
234,742
755,17
904,851
835,425
188,794
672,515
707,808
230,668
499,560
998,182
399,148
811,312
423,234
101,586
475,694
414,548
368,920
394,730
443,794
108,422
147,601
748,402
859,189
668,872
549,854
938,568
498,661
791,789
301,452
310,564
696,427
120,394
749,600
484,897
303,722
381,911
490,242
619,28
100,223
483,837
311,236
234,106
175,624
29,704
37,602
284,595
542,879
516,668
382,354
420,107
998,302
128,474
861,467
425,397
642,619
589,73
335,927
826,984
649,323
678,454
956,522
379,612
19,967
438,303
774,178
542,715
884,396
697,561
887,199
730,106
48,92
415,967
919,138
871,695
100,616
857,420
884,303
535,570
171,351
154,221
504,668
615,86
398,989
998,233
358,666
291,398
162,295
813,130
493,849
4,122
294,915
769,476
859,525
317,417
889,738
203,99
162,901
625,511
520,256
857,614
