value,weight
916,627
16,740
174,126
286,843
191,248
747,425
975,553
157,235
92,673
348,426
797,695
101,51
633,552
868,716
573,960
190,236
148,745
764,56
944,285
331,326
911,209
729,655
570,560
826,766
431,424
904,720
86,262
673,327
872,769
434,775
555,933
522,83
946,807
185,149
489,808
927,25
991,928
305,156
724,904
773,102
834,379
487,641
911,426
213,293
392,675
117,34
690,765
926,689
34,427
787,608
317,250
540,328
881,985
799,532
226,44
900,263
696,109
142,218
854,344
565,546
782,920
1000,354
567,579
951,826
648,391
671,444
271,248
863,206
346,352
911,889
327,657
481,29
151,994
71,207
340,259
140,968
532,758
575,51
686,652
657,386
833,233
648,221
467,974
812,33
207,705
110,105
440,179
441,436
202,102
104,491
888,304
215,172
287,368
334,815
66,580
208,13
407,405
506,600
222,432
110,852
98,273
215,640
112,806
311,656
517,701
101,570
596,147
258,882
868,914
506,245
47,334
600,271
983,701
313,273
516,921
43,986
313,27
407,689
924,365
297,308
699,691
480,1000
964,735
209,990
29,153
86,838
978,991
388,211
61,630
922,315
744,157
789,993
950,226
960,256
663,884
601,46
682,373
343,218
981,777
791,852
168,303
382,240
391,363
257,71
174,325
976,930
639,634
929,819
150,660
408,434
958,737
620,456
413,429
877,260
106,317
146,72
831,122
7,375
361,45
587,253
108,525
599,314
140,506
179,789
230,181
243,842
61,590
62,999
848,9
191,569
232,214
180,541
344,588
988,933
597,90
158,314
997,922
460,449
604,666
238,147
9,175
523,628
327,120
563,24
591,612
487,997
907,146
186,897
885,555
33,465
230,446
501,770
443,984
642,232
666,341
335,649
394,559
438,37
736,178
822,645
