value,weight
315,606
415,255
509,481
789,734
446,35
682,492
926,980
788,742
875,164
627,733
364,154
628,758
320,763
651,823
548,283
621,919
347,652
491,891
647,928
826,873
950,596
616,506
521,619
913,777
110,379
71,179
493,873
592,418
879,356
713,290
386,528
929,350
777,682
560,176
952,459
430,844
238,371
328,807
91,523
12,217
89,734
790,748
398,997
236,296
943,94
28,301
681,488
461,140
753,78
154,419
940,13
451,859
496,620
622,423
569,215
243,26
143,280
301,781
997,779
884,109
405,667
607,565
198,358
118,541
127,226
350,775
710,979
214,785
65,715
518,436
598,100
736,648
702,5
230,10
187,222
675,411
11,737
358,22
693,207
616,941
456,220
831,672
530,649
459,612
590,748
53,236
823,766
112,95
201,897
671,14
207,939
102,967
742,907
141,650
41,791
855,848
262,440
393,651
301,219
573,15
369,84
806,403
271,929
790,643
932,512
644,709
123,446
153,317
411,541
689,352
334,609
223,762
758,384
712,652
539,844
106,317
256,494
614,972
491,304
816,31
370,110
919,83
483,610
776,241
252,204
397,353
161,634
507,38
180,929
89,70
423,168
44,852
101,869
247,859
486,175
368,49
513,72
846,429
684,724
542,351
39,50
925,43
894,350
520,234
805,592
159,445
254,629
912,598
341,183
983,85
645,244
715,787
564,824
700,951
729,192
393,819
534,437
966,810
584,928
554,496
947,272
990,677
139,749
970,392
837,952
898,917
820,817
981,986
335,684
574,332
895,489
171,232
879,663
635,528
868,533
309,437
460,133
923,524
147,101
5,6
440,242
530,223
862,987
762,235
70,335
550,384
714,93
353,292
556,622
864,596
941,481
316,53
914,835
721,675
113,16
174,388
985,666
93,928
143,685
261,664
