value,weight
148,51
832,292
654,630
110,739
815,248
75,697
351,153
181,971
540,297
268,226
373,727
541,35
841,224
12,76
93,824
70,804
468,81
76,288
112,725
915,214
183,521
977,871
210,632
858,142
47,392
592,280
926,470
777,471
408,153
986,535
651,461
594,275
250,439
713,525
217,680
855,249
911,688
353,468
172,664
389,438
34,43
119,257
783,562
221,589
288,155
517,218
906,117
230,161
466,939
19,168
885,178
620,144
369,441
559,748
50,156
108,759
320,901
430,994
814,928
469,426
406,928
248,354
703,539
783,882
656,623
863,916
719,152
831,134
834,624
679,657
63,585
481,61
519,426
727,55
28,467
980,952
644,662
471,387
686,924
329,386
873,633
176,965
299,902
628,505
343,729
510,969
1000,835
921,556
114,766
432,131
528,24
783,572
687,584
294,671
370,196
344,613
183,621
866,960
998,24
310,620
98,153
255,40
80,902
743,592
549,621
701,882
348,979
746,98
100,498
394,229
943,598
488,535
207,341
769,873
204,353
35,362
609,35
127,313
556,709
345,20
555,267
192,320
220,991
209,862
325,153
974,278
602,479
628,203
45,558
858,819
776,437
261,609
190,450
432,336
535,436
417,614
898,437
7,690
421,777
295,660
152,463
606,832
375,979
113,207
886,253
192,578
503,10
793,163
494,708
384,746
22,257
140,192
301,245
221,188
994,149
898,832
167,122
351,591
185,965
283,301
820,125
71,330
788,410
571,669
110,125
507,762
589,582
62,391
200,921
591,65
416,270
324,413
440,508
444,261
589,762
934,42
581,122
876,745
44,770
222,987
369,959
891,724
911,888
659,384
327,692
263,629
819,882
914,129
837,411
505,817
862,646
557,650
779,264
162,1000
18,149
847,433
746,591
758,421
696,178
62,165
