value,weight
974,557
970,878
544,752
816,317
273,322
917,67
481,291
839,581
542,579
342,52
15,41
799,885
523,794
742,806
879,602
72,142
654,403
78,114
162,807
477,872
905,611
379,297
68,754
84,448
585,842
562,698
208,64
523,289
330,379
748,289
741,727
540,469
860,729
67,743
435,114
497,331
809,530
979,734
174,506
103,936
972,309
145,883
953,460
951,191
954,45
55,580
332,839
840,395
804,541
21,234
47,820
222,370
827,923
401,262
20,822
702,49
690,983
464,148
168,314
615,516
424,746
562,340
425,157
233,252
474,449
881,150
633,474
193,864
380,994
265,419
849,51
731,463
729,940
721,433
174,61
526,626
398,896
137,709
24,558
163,812
931,259
618,407
13,368
30,651
153,211
872,483
330,917
899,966
268,856
10,901
298,234
769,286
137,746
912,705
804,558
330,399
513,959
684,690
416,242
72,558
260,155
489,578
178,168
81,802
951,519
663,60
710,517
292,172
750,148
316,167
433,664
234,337
377,199
427,923
350,691
541,492
387,765
249,419
406,39
147,574
325,261
482,330
190,137
723,208
191,403
808,448
796,937
198,533
719,200
244,29
2,639
407,323
936,532
402,850
793,934
467,776
236,727
921,924
327,939
329,230
914,593
776,962
225,605
883,105
88,719
530,268
105,404
307,405
560,334
314,12
224,867
574,802
47,207
375,566
92,775
820,586
489,548
769,665
155,775
261,839
550,87
481,156
214,820
277,847
112,79
221,484
767,1000
576,185
98,75
777,355
42,816
230,583
530,230
14,839
271,332
264,996
319,148
990,611
214,780
896,533
99,121
541,990
561,474
13,850
937,558
417,655
709,668
780,131
711,93
387,891
888,672
839,652
101,378
36,674
180,719
537,419
732,905
32,207
226,516
456,863
