value,weight
966,829
66,534
280,912
288,653
145,322
253,587
609,387
911,789
182,99
750,748
391,785
119,189
91,810
174,238
439,842
360,142
614,467
366,162
962,479
229,240
721,899
771,889
988,266
884,224
433,394
682,26
24,336
835,721
642,827
404,569
325,663
460,45
68,273
651,167
915,26
929,3
273,458
771,374
518,434
599,296
220,949
689,379
569,572
327,79
642,837
607,428
684,247
400,107
748,77
365,914
399,308
814,466
291,291
681,910
788,158
678,889
210,7
32,476
48,418
327,804
648,418
954,44
537,333
729,420
850,497
457,566
681,186
97,592
492,810
865,371
57,835
83,559
185,884
393,977
238,333
46,930
734,960
529,365
24,22
179,756
699,107
554,639
509,208
126,419
913,283
72,75
362,237
339,974
652,848
698,173
218,394
473,486
689,394
88,921
716,54
90,903
193,311
764,418
392,722
968,510
612,147
609,482
434,104
81,314
695,575
463,996
614,13
404,172
446,548
628,767
121,752
250,481
49,823
795,75
414,987
869,324
275,789
761,643
302,775
643,6
597,637
322,938
310,553
371,824
727,755
176,416
316,753
918,213
23,280
700,485
98,831
175,115
600,204
818,442
761,294
563,832
236,271
913,692
999,291
841,302
514,369
744,442
177,805
99,513
928,503
882,156
49,532
251,789
944,126
242,300
416,75
134,10
415,359
759,54
404,567
76,570
849,548
97,665
627,183
349,631
334,239
193,556
806,884
157,191
400,911
13,892
999,976
576,657
506,459
329,843
242,632
958,551
466,638
86,879
895,52
592,180
423,396
886,499
182,740
200,53
531,121
645,574
17,130
597,930
793,94
745,255
445,228
964,827
567,365
803,651
488,920
711,292
757,218
244,978
532,791
777,475
788,297
640,63
458,516
880,423
