value,weight
621,768
993,985
535,939
551,80
408,461
156,422
904,422
998,408
493,950
669,415
406,692
126,968
578,349
805,761
550,957
807,689
901,574
597,85
729,546
404,275
584,734
378,476
819,157
955,283
832,957
233,709
823,339
922,308
601,750
267,708
148,330
531,776
579,444
802,946
962,461
712,678
400,229
466,769
949,381
614,19
579,344
992,262
432,943
582,418
673,360
910,983
835,802
207,542
419,984
228,597
182,535
381,525
354,278
776,73
947,433
301,332
17,546
127,183
511,829
766,31
927,509
281,847
320,544
592,39
561,420
600,121
776,37
704,859
363,349
88,478
88,854
930,922
440,791
896,996
581,984
509,797
965,3
680,56
31,105
410,423
706,246
809,138
916,995
597,518
856,782
167,294
209,872
170,25
411,979
881,872
417,269
816,729
536,557
623,260
259,745
945,882
136,506
419,645
319,661
591,881
179,214
176,933
145,811
696,53
910,786
206,991
477,8
99,527
485,855
411,706
240,323
417,804
680,274
546,598
933,806
292,239
850,896
504,878
165,202
722,441
12,152
305,165
77,436
290,99
934,454
271,819
211,788
117,48
214,915
83,672
873,898
598,158
943,55
681,53
552,409
210,587
283,50
808,71
830,182
560,41
217,948
255,101
808,160
570,588
455,698
577,599
696,519
618,112
31,673
361,47
591,478
773,453
406,818
126,913
275,546
659,829
160,159
712,20
258,410
100,546
829,482
864,735
677,487
52,642
671,130
908,663
590,971
495,916
473,542
160,286
137,515
205,562
937,409
325,386
934,711
887,831
158,359
725,206
909,399
743,840
730,324
356,809
768,797
788,613
88,585
952,826
308,231
659,14
974,824
210,502
735,59
670,535
948,181
515,629
923,354
112,534
563,908
735,122
481,671
639,930
