value,weight
447,274
483,571
425,61
609,658
514,535
998,792
34,560
304,370
495,584
743,889
400,6
32,466
612,919
535,139
336,383
809,27
735,896
599,911
427,628
966,933
954,176
780,254
677,279
829,589
370,407
203,127
457,933
20,126
523,624
677,462
590,596
125,970
189,382
156,516
180,895
354,760
946,423
444,35
951,223
976,517
517,258
18,888
602,489
664,20
339,898
96,345
909,876
817,776
109,938
230,663
344,825
983,751
164,112
618,235
269,99
895,622
387,276
161,689
865,567
912,473
297,327
595,833
394,162
42,761
379,894
970,355
690,359
66,941
261,719
26,240
522,320
180,972
2,305
890,22
727,578
703,471
719,237
994,730
17,739
244,201
764,872
899,580
278,461
647,664
666,264
529,808
539,306
148,435
565,69
459,290
187,479
802,91
986,71
241,294
45,459
579,668
466,844
237,375
89,879
705,467
341,216
58,471
243,77
34,263
960,684
520,169
839,546
997,953
135,505
333,644
730,389
515,606
850,780
204,648
79,496
446,369
628,978
626,336
367,180
172,995
782,794
595,175
47,582
804,93
800,704
753,989
757,598
687,378
888,557
469,234
99,100
392,872
689,137
651,919
810,555
612,397
621,988
722,953
736,344
594,611
979,430
425,231
658,434
692,486
9,164
915,289
298,561
132,354
97,299
291,313
793,88
207,415
800,780
280,291
21,524
581,583
482,585
130,446
228,220
78,436
207,444
274,561
455,897
758,468
673,84
622,385
768,389
657,62
371,696
346,576
763,61
111,732
27,483
895,964
616,281
217,785
544,385
839,72
431,409
417,34
460,486
6,75
66,383
142,79
50,451
458,500
550,17
525,16
848,506
444,224
409,85
952,889
622,647
37,303
85,924
802,520
549,222
657,908
11,9
33,276
