value,weight
706,52
99,552
28,662
448,655
654,928
949,190
822,649
608,80
339,665
423,318
395,72
575,503
175,688
678,688
211,289
760,585
850,505
158,212
871,229
422,586
14,713
451,572
832,448
532,731
77,401
443,900
916,134
428,924
758,226
365,339
633,806
292,832
128,504
403,665
872,136
641,557
933,264
931,529
235,328
288,731
368,779
354,134
262,706
495,226
167,43
527,63
297,62
609,118
753,683
798,788
371,67
399,932
727,201
649,896
528,453
286,580
799,141
920,583
132,992
295,462
796,873
450,439
790,748
562,415
615,696
537,784
509,273
906,267
377,264
122,806
789,578
307,90
917,770
818,499
483,956
550,877
226,775
761,871
20,381
212,479
231,314
226,610
570,159
886,366
789,274
625,118
774,596
67,880
608,958
579,407
526,937
138,289
838,409
841,932
880,580
659,609
653,253
676,573
741,800
513,664
153,681
834,476
839,590
882,964
827,629
815,758
226,779
877,887
466,203
981,705
102,71
882,43
950,301
324,861
746,241
157,671
127,707
369,165
834,301
731,1
690,716
635,557
2,392
587,635
940,553
641,27
537,1000
302,296
132,743
85,359
599,966
783,493
644,995
235,180
286,101
588,938
105,629
818,999
43,818
218,456
246,399
585,837
742,443
220,323
468,509
899,222
997,722
691,71
197,389
443,806
429,81
495,213
108,246
520,672
713,870
828,76
342,890
113,555
928,878
213,209
947,165
234,559
130,890
957,330
213,173
141,814
883,7
616,684
614,578
513,885
327,847
534,818
422,237
990,922
755,667
904,983
307,714
686,109
306,74
633,720
495,303
150,1
541,432
869,4
597,773
602,553
673,946
68,245
708,436
947,437
773,502
656,591
690,256
316,140
632,533
290,998
345,936
648,162
735,763
632,849
