value,weight
644,758
869,890
526,440
802,25
360,354
799,456
704,635
314,162
885,195
985,392
189,98
713,321
921,954
696,490
37,443
522,355
324,203
784,502
905,191
152,372
928,427
997,78
970,362
174,789
847,435
493,438
526,792
734,678
104,868
231,965
563,128
734,410
994,706
813,283
194,962
787,87
23,626
653,771
133,690
234,253
354,21
644,640
176,228
593,420
273,893
865,441
507,840
475,944
955,309
912,326
317,917
513,438
161,947
11,842
794,343
648,214
417,455
882,641
406,546
249,312
414,707
260,129
136,934
676,897
801,338
291,962
671,403
204,149
899,530
892,104
47,900
557,556
215,796
476,221
5,966
424,519
204,817
571,865
358,207
390,201
17,740
724,540
596,185
568,808
871,156
787,360
576,342
5,530
234,376
517,457
576,587
260,451
440,3
27,678
922,174
917,299
887,375
214,671
359,554
323,786
315,795
148,814
225,48
436,398
941,15
329,560
740,981
399,745
580,669
679,259
384,961
404,725
568,791
894,463
620,443
999,905
145,805
931,519
948,671
981,627
524,862
701,207
836,50
749,725
46,803
603,77
979,786
352,962
126,889
991,225
889,80
225,87
518,525
501,854
640,55
918,236
875,399
60,177
181,332
612,290
976,497
851,503
560,301
702,845
446,831
21,856
679,516
285,1
951,759
325,48
759,379
321,295
982,192
362,258
235,160
606,702
688,316
867,413
194,528
583,843
749,679
236,417
852,108
799,620
975,15
735,376
117,409
778,910
216,556
851,167
969,153
24,84
704,447
824,508
69,933
786,393
213,140
280,567
356,940
627,946
945,681
536,107
711,906
63,542
327,447
308,843
387,204
742,711
134,182
125,567
415,576
754,353
684,282
878,998
146,367
356,904
35,962
562,68
185,101
858,587
