value,weight
349,547
494,135
535,253
419,262
225,215
208,453
633,504
803,335
934,824
306,29
798,95
386,238
866,399
633,535
366,88
787,808
77,32
617,531
338,804
225,321
249,304
646,547
867,607
303,954
248,320
822,427
911,869
983,659
833,497
712,546
156,525
743,103
275,991
430,80
315,263
572,740
432,927
166,736
358,815
723,170
99,634
797,261
697,745
314,545
554,578
10,38
652,877
108,445
340,218
705,315
182,202
354,635
634,240
988,31
515,732
49,283
738,892
219,606
415,383
450,797
911,296
541,622
241,547
669,110
714,367
220,639
528,840
45,802
916,527
69,693
808,97
358,97
504,945
653,658
598,43
793,348
637,62
28,870
351,660
143,590
242,753
885,457
45,206
1,941
520,233
844,549
345,387
734,119
91,253
646,838
457,552
213,8
689,192
316,771
467,339
654,168
616,476
127,716
456,135
804,463
396,736
109,459
258,53
173,795
982,748
434,629
621,842
240,742
197,962
232,368
577,950
221,258
265,364
127,788
37,328
248,158
682,674
28,60
541,508
406,760
837,971
878,372
949,399
830,834
303,104
140,706
564,935
433,799
279,174
152,230
18,821
34,900
159,354
222,651
881,580
527,777
476,76
173,30
30,89
381,127
673,142
372,364
977,98
15,362
79,204
622,173
736,401
974,294
832,772
278,661
392,120
122,644
623,581
963,911
52,37
119,459
17,353
572,58
91,893
744,136
470,636
501,838
389,441
672,473
416,964
48,197
646,790
859,179
841,737
820,236
874,454
49,105
297,268
513,313
54,554
515,558
374,577
545,972
661,321
780,287
314,830
369,288
152,583
936,131
176,68
125,24
788,641
863,828
871,803
302,956
920,837
923,118
837,479
399,395
403,380
133,141
204,959
507,153
930,594
675,872
