value,weight
768,698
681,862
178,532
94,285
300,854
451,924
940,663
254,998
793,487
509,244
601,694
437,685
781,774
12,238
737,783
998,463
24,159
180,570
837,915
44,800
748,647
553,66
694,534
890,25
955,367
393,714
954,124
122,818
60,584
851,65
351,132
850,606
262,950
993,47
902,958
143,27
195,254
561,287
337,966
694,561
382,537
64,276
996,184
397,680
709,841
837,685
87,284
743,292
903,705
684,602
425,217
637,426
941,807
287,302
262,915
924,298
533,827
310,525
506,86
989,964
178,39
640,101
444,562
96,933
429,406
135,958
347,143
960,33
855,350
1000,860
531,256
705,976
619,392
808,777
961,298
324,883
248,381
951,877
682,203
34,405
445,240
728,680
192,485
204,276
355,744
463,524
324,850
481,230
630,540
993,5
476,287
16,127
236,463
655,538
838,986
401,271
771,779
138,123
771,46
351,542
639,919
872,786
453,484
680,530
713,243
653,604
712,577
355,29
1000,385
635,151
468,829
8,361
332,811
754,259
224,39
667,437
757,961
455,459
720,283
833,375
856,922
217,907
520,86
425,545
482,303
679,329
95,566
252,630
138,949
827,493
309,204
693,251
122,465
321,154
932,147
906,640
983,211
576,469
905,304
176,622
516,301
319,171
276,937
90,153
490,187
777,940
667,576
97,789
91,667
209,564
99,431
21,131
234,948
326,86
191,932
402,450
996,816
359,697
310,228
843,575
145,3
232,701
408,672
115,40
451,331
899,252
649,957
102,458
660,952
175,251
685,189
692,552
140,675
156,984
441,401
22,573
753,640
92,3
256,856
991,494
45,925
116,895
371,958
675,818
515,99
544,911
607,688
746,131
930,690
121,307
483,428
910,829
696,582
402,930
470,347
224,92
655,910
86,904
285,425
54,111
