value,weight
113,759
402,411
275,505
831,210
37,715
548,89
645,628
815,379
482,636
590,929
586,787
782,906
294,235
29,715
626,20
903,916
737,700
949,647
422,848
517,765
885,460
946,831
863,643
819,966
908,804
842,31
507,473
35,231
453,13
988,926
528,465
131,523
751,131
194,268
503,875
360,352
68,131
514,892
906,371
31,838
23,142
113,393
133,813
142,341
678,670
534,130
936,377
584,857
880,798
821,919
642,342
718,367
878,468
192,139
751,288
653,855
726,288
863,818
395,675
902,737
899,300
313,298
661,351
585,314
718,483
992,51
252,292
353,766
984,163
777,401
852,237
858,613
364,485
305,758
266,647
213,16
17,690
152,538
27,120
803,738
86,453
473,829
785,346
85,177
412,245
720,657
477,215
298,179
223,409
810,658
277,412
673,884
389,300
120,199
943,647
546,292
828,936
131,896
844,107
728,171
72,500
305,983
94,777
713,439
498,32
910,961
497,582
660,674
313,78
852,860
701,258
841,390
701,360
355,88
705,868
244,522
830,854
64,872
857,856
754,940
441,759
234,32
753,203
154,270
275,604
584,926
200,179
53,795
947,962
444,658
534,785
270,208
779,966
458,191
141,32
259,885
936,432
681,90
74,413
457,531
165,370
808,512
293,230
267,430
611,992
82,497
668,589
730,466
4,120
90,169
924,380
382,336
243,489
959,875
672,953
819,191
685,205
744,342
679,1
92,660
650,760
561,170
537,717
868,589
180,112
356,481
410,610
535,199
693,869
344,160
790,306
445,541
669,904
565,477
50,390
727,922
666,677
253,296
529,549
448,707
494,370
53,660
620,291
484,135
868,608
337,340
744,333
403,944
523,231
714,456
236,937
951,234
505,619
483,279
727,784
889,33
880,299
343,197
910,270
647,956
