value,weight
884,910
589,138
918,784
506,233
112,354
791,560
952,787
266,690
341,299
145,144
389,386
833,1
209,610
408,418
997,715
762,571
684,827
160,686
921,311
984,244
384,803
853,998
690,218
406,37
615,851
413,318
198,728
174,390
680,452
127,445
723,72
238,26
738,442
757,235
90,570
283,639
831,458
909,795
237,522
2,229
306,693
380,760
432,252
225,828
481,581
713,425
371,784
219,352
443,285
800,206
533,357
1,158
185,35
491,410
498,471
880,870
169,223
954,89
486,378
441,904
166,43
764,777
512,366
12,137
433,522
907,18
423,595
268,997
923,986
708,568
575,44
205,492
479,284
812,525
629,902
744,551
980,9
75,545
358,15
46,905
289,940
316,52
932,625
936,512
599,756
339,632
104,30
45,290
762,48
157,177
296,147
124,651
288,571
459,966
314,294
645,747
983,239
142,303
159,18
275,250
315,683
716,662
937,856
220,822
229,527
129,936
588,317
423,313
116,853
903,291
592,137
628,845
120,807
982,911
244,579
663,801
905,789
139,271
36,631
533,555
460,710
925,567
972,538
749,981
806,803
123,549
731,810
872,626
806,737
471,569
825,168
929,207
390,77
557,694
544,247
638,100
91,919
732,881
949,980
252,674
8,529
755,967
592,69
342,221
670,975
885,912
599,764
205,961
263,15
373,72
631,691
281,823
854,208
674,50
459,848
102,830
664,316
531,629
546,688
191,747
325,127
644,33
556,948
311,156
215,127
207,536
413,777
778,478
512,732
699,175
953,393
88,988
512,959
560,500
85,237
234,937
45,740
800,975
476,84
307,914
225,465
800,267
839,18
223,822
207,639
108,227
563,732
286,247
230,118
181,159
799,176
938,593
364,722
838,814
794,751
980,984
331,250
922,948
265,101
26,547
