value,weight
237,51
566,31
927,597
771,470
977,215
200,557
881,656
755,863
390,576
466,781
998,383
506,918
154,407
345,463
974,712
379,24
437,656
993,715
354,572
57,193
705,680
502,819
939,815
535,554
16,384
94,307
935,805
775,371
409,81
608,378
668,469
247,719
19,727
374,32
211,223
68,292
240,759
422,408
462,647
491,146
699,658
885,29
953,769
946,953
762,618
858,374
868,173
500,205
828,194
241,195
398,642
842,355
10,328
468,599
219,860
281,939
490,660
291,54
495,863
642,389
663,632
45,270
617,979
5,350
698,551
836,47
928,32
109,650
940,631
885,157
336,241
6,33
768,81
989,962
222,627
761,380
413,902
532,550
351,116
799,942
162,953
477,969
381,998
721,997
248,185
44,821
225,723
774,879
619,925
286,206
177,112
77,208
537,760
748,411
859,459
30,616
712,340
407,348
256,599
756,927
396,624
29,955
322,861
605,571
270,612
234,357
469,178
616,958
733,794
808,752
785,126
445,378
817,732
215,236
661,464
912,54
442,10
236,812
277,468
958,688
773,819
102,732
85,239
830,90
711,104
660,178
316,959
601,463
959,22
632,926
954,909
738,372
383,906
278,491
785,124
247,289
44,244
197,734
798,737
21,863
57,174
628,180
9,866
655,738
303,348
838,581
8,649
894,254
144,28
326,685
264,432
434,172
847,597
923,703
628,77
615,939
993,353
236,626
443,53
352,392
46,84
909,454
445,281
536,361
656,76
520,357
942,158
859,747
137,265
668,244
506,694
113,9
105,780
249,953
422,858
963,102
206,177
65,380
781,465
812,607
594,614
633,448
632,695
448,411
56,260
573,56
964,817
407,364
319,387
710,548
304,789
459,710
517,919
359,859
51,116
757,869
500,247
867,33
10,594
843,480
