value,weight
473,839
658,755
539,345
359,522
165,715
860,569
869,532
743,171
842,764
182,233
210,43
462,250
726,571
949,283
714,780
615,916
777,988
13,599
270,176
117,749
69,172
554,887
943,779
19,190
708,900
74,703
691,201
723,799
141,565
332,998
944,529
859,299
543,587
258,844
23,611
928,680
604,555
722,252
562,443
183,478
775,150
569,897
517,701
766,805
990,526
982,282
584,321
24,793
288,262
125,239
938,502
478,271
766,100
264,491
983,304
677,367
854,264
295,842
515,571
190,449
675,628
921,594
549,175
89,146
694,435
416,635
204,580
449,38
872,995
177,449
292,453
506,517
260,541
985,214
202,23
341,712
681,626
408,882
27,656
787,794
318,253
537,597
289,858
637,761
4,173
520,713
93,895
210,819
839,417
122,386
357,252
617,332
837,652
592,983
31,151
138,140
148,232
51,168
868,627
832,219
720,860
833,431
838,489
65,927
754,976
110,25
593,438
196,26
617,678
540,260
661,170
825,894
29,736
987,584
641,924
916,42
294,830
200,648
961,120
258,508
169,31
394,72
633,787
506,654
387,604
864,310
680,363
981,467
643,882
988,850
438,945
502,64
763,294
42,951
173,672
515,181
936,888
689,322
402,61
945,459
565,946
840,32
693,382
403,670
771,208
730,257
724,461
138,82
972,680
514,529
732,172
174,128
227,689
575,739
8,161
915,207
325,853
64,342
207,593
4,868
514,608
849,122
945,653
340,245
892,280
564,73
178,986
535,727
285,133
792,320
590,490
717,573
733,496
845,789
426,22
751,738
562,77
357,408
561,589
496,187
414,722
949,724
164,635
900,407
12,72
361,740
8,125
219,248
667,959
298,696
636,689
79,594
201,779
275,975
375,712
1,977
824,907
383,341
30,918
223,396
