value,weight
702,688
471,28
896,66
684,499
90,428
969,98
210,21
644,508
983,101
627,666
407,444
59,155
811,196
570,580
343,85
404,909
830,861
450,560
771,65
298,270
922,181
647,368
116,204
432,119
1,853
503,64
648,594
584,640
914,126
193,479
749,922
752,796
556,276
695,877
788,916
357,393
841,228
327,349
583,292
212,87
492,599
950,882
570,262
683,318
835,263
803,987
149,914
389,298
725,775
146,304
47,487
195,480
459,885
613,220
588,121
450,1000
411,329
204,571
72,868
299,282
408,885
822,467
346,160
310,323
979,396
501,668
33,629
534,807
933,172
246,282
569,294
807,638
145,742
478,95
191,768
810,177
70,307
133,875
696,113
896,627
115,414
694,726
142,579
434,426
169,662
901,738
466,80
463,60
300,130
423,867
986,517
166,565
290,381
253,216
12,504
39,685
993,929
40,761
553,716
285,140
477,677
70,752
643,410
558,544
375,833
891,50
854,703
433,387
462,903
137,829
770,291
38,791
962,289
8,113
454,213
497,411
219,895
125,601
782,345
831,893
150,80
55,537
62,100
911,943
208,53
325,687
797,84
162,284
784,459
313,587
147,562
843,65
152,831
943,800
770,105
136,966
429,753
638,883
879,494
150,316
722,435
245,577
394,543
328,879
712,225
575,842
145,286
663,587
713,433
231,626
25,509
275,641
616,970
212,916
221,266
632,568
346,742
277,55
988,258
257,429
839,241
766,259
926,422
897,678
857,913
713,18
175,171
940,96
466,270
437,305
427,755
74,126
890,441
850,766
391,527
892,75
535,14
810,729
966,54
285,980
35,627
202,117
945,260
161,720
25,41
590,853
189,726
336,593
960,72
831,993
73,450
92,235
342,676
920,440
308,745
910,26
373,956
804,590
675,439
844,805
