value,weight
443,910
855,399
293,817
845,502
950,35
666,700
422,284
340,798
139,668
947,589
412,378
868,470
896,427
75,31
116,179
453,351
67,252
243,259
679,464
842,617
862,644
976,50
961,35
729,977
294,859
263,291
189,393
176,842
679,524
505,602
58,64
585,582
617,154
448,728
744,27
70,596
502,387
840,855
299,187
900,521
641,430
614,636
910,45
852,464
7,470
724,269
761,728
597,308
81,30
578,179
20,245
779,299
544,796
582,559
977,767
707,42
647,464
445,677
805,443
268,941
909,339
967,861
598,574
790,669
743,594
582,239
214,715
342,129
817,627
502,716
302,388
32,520
878,629
902,618
435,390
963,123
563,769
366,382
693,471
576,997
648,620
367,696
202,881
195,372
46,652
453,780
879,790
192,615
257,889
303,102
647,59
830,367
438,395
5,226
825,31
959,744
806,520
953,915
901,795
477,943
17,212
294,747
47,545
358,195
508,536
244,461
467,470
553,101
483,557
489,768
750,609
671,2
862,768
888,548
787,468
786,109
72,814
382,772
315,224
920,887
242,158
15,155
107,290
128,753
68,204
789,297
17,330
547,366
540,273
697,462
647,696
452,444
197,973
359,539
294,911
808,425
297,760
542,837
572,20
526,471
103,818
733,971
958,534
800,690
253,232
591,909
94,125
104,870
613,695
431,133
389,516
987,843
660,856
972,535
177,920
385,75
838,85
646,594
288,600
122,656
451,520
806,261
251,429
698,816
317,176
842,589
60,201
981,122
575,388
622,996
863,969
299,392
847,687
107,808
252,141
205,877
772,685
611,340
739,389
69,646
1000,810
58,543
470,211
434,795
478,719
446,800
418,797
441,364
100,142
976,780
709,33
388,533
274,67
641,955
761,136
422,548
577,594
813,336
951,685
245,232
