value,weight
82,41
622,810
20,164
700,601
957,822
593,223
621,511
923,833
730,911
386,648
179,125
163,857
519,646
570,418
699,774
476,250
274,135
346,630
46,875
521,36
357,407
719,821
632,302
400,236
741,878
702,630
268,940
887,293
262,695
680,949
697,603
848,465
544,765
415,355
103,286
717,967
557,662
119,530
418,638
907,964
496,105
5,511
5,992
507,227
766,577
483,520
968,747
876,167
288,9
481,870
859,448
530,198
535,519
885,18
24,714
634,813
198,403
676,688
28,710
779,744
284,422
78,720
605,137
645,272
854,613
229,626
405,638
757,556
912,446
925,79
101,623
935,75
693,776
397,725
906,937
466,246
466,588
653,33
700,482
191,256
543,807
494,11
249,348
210,655
805,295
596,183
142,65
903,34
432,356
214,993
38,254
581,10
389,502
244,349
544,362
982,27
757,771
120,598
428,694
244,570
288,911
805,6
918,828
973,958
211,859
939,328
490,105
824,104
562,16
248,907
245,708
518,965
837,819
23,727
434,527
865,336
423,617
797,455
618,123
343,538
849,425
30,598
114,5
695,260
51,255
972,284
304,997
538,209
691,68
992,561
262,147
411,423
220,816
54,982
373,746
295,940
344,979
69,104
395,967
269,354
6,597
180,238
493,937
351,581
460,643
990,480
981,720
359,961
116,474
54,808
948,335
42,702
683,267
755,18
24,483
128,950
517,48
269,949
863,643
697,155
866,715
253,888
306,512
353,307
516,59
321,528
763,796
900,677
358,591
205,767
158,484
354,339
190,274
138,43
539,888
804,544
715,496
242,471
402,616
516,473
711,661
329,298
485,190
793,286
485,634
957,571
401,920
504,943
867,145
863,503
804,20
739,56
425,358
680,510
856,195
533,367
464,989
476,107
438,192
852,859
