value,weight
299,345
796,693
429,467
65,100
623,141
702,291
999,670
401,781
196,46
904,59
204,357
720,100
408,493
327,661
148,206
617,254
611,310
15,425
320,258
679,407
791,614
604,313
801,901
893,496
246,350
44,121
973,795
821,617
63,439
94,104
386,795
805,141
505,525
612,414
241,45
570,762
150,749
700,518
564,637
897,976
713,416
595,523
39,247
848,759
304,416
168,644
658,395
634,379
978,216
127,657
100,792
80,497
224,934
106,5
953,970
919,657
224,994
329,348
869,309
336,539
45,798
235,932
271,145
539,868
512,909
434,869
766,902
811,768
770,717
115,211
78,919
404,919
470,703
979,240
700,617
887,386
435,860
722,556
13,290
621,220
376,527
979,39
3,972
687,555
814,655
882,579
423,329
188,581
993,507
700,156
127,462
955,46
287,166
562,665
465,865
772,926
478,218
869,898
638,493
946,805
882,862
715,617
936,755
403,137
156,226
72,203
955,976
742,100
619,328
462,198
503,884
923,696
199,242
645,634
787,262
70,820
72,912
322,106
811,98
60,62
939,25
684,82
603,933
668,648
253,854
698,480
874,173
551,797
965,876
374,60
664,147
296,778
861,376
12,817
431,170
565,991
922,826
955,556
660,223
979,29
327,76
362,162
543,8
173,568
325,674
716,299
326,503
652,324
38,306
444,795
934,782
960,738
973,651
729,117
754,139
837,961
647,927
482,768
825,403
982,758
244,570
907,596
723,63
694,71
894,234
278,795
708,756
697,521
535,287
330,610
864,36
271,743
823,218
415,15
108,592
81,44
300,103
119,274
83,599
170,381
144,236
247,990
462,221
254,873
974,938
867,414
250,559
85,898
541,641
532,418
662,715
713,948
523,245
797,1
537,930
691,963
810,221
305,127
560,256
617,742
