value,weight
225,607
682,163
883,513
479,2
285,67
556,985
397,476
863,499
26,532
430,177
386,499
310,874
6,579
317,787
666,748
311,348
729,76
573,463
406,80
685,245
429,436
90,559
143,435
235,718
140,388
922,799
483,537
243,519
877,781
92,446
368,521
627,907
7,395
250,668
607,915
216,800
260,299
258,868
154,539
911,510
71,118
25,625
877,789
510,933
470,982
686,146
72,433
192,97
392,822
933,39
426,550
230,647
854,732
712,571
47,512
421,199
622,872
791,370
315,843
710,145
147,964
809,650
285,919
249,426
86,299
376,995
500,100
289,918
960,707
961,937
324,93
210,677
100,349
969,454
642,63
893,984
241,498
648,858
27,664
147,386
814,901
881,317
449,906
365,473
36,293
168,385
949,527
258,419
695,737
818,290
557,852
809,684
541,732
688,911
903,527
170,844
732,720
203,264
44,995
776,707
72,260
385,487
30,969
929,663
210,520
110,585
1,246
284,458
777,894
276,828
493,82
617,270
149,344
267,640
433,732
228,626
422,518
504,472
769,896
202,12
153,559
362,672
265,363
154,14
867,604
64,454
448,507
533,131
267,466
316,962
246,697
566,736
555,414
402,351
237,840
539,373
368,264
657,386
306,765
817,795
133,986
904,48
261,814
627,702
387,848
866,89
748,341
810,506
692,864
42,145
52,68
422,808
371,825
999,83
448,913
323,63
709,205
80,774
327,841
484,404
74,312
153,554
833,877
356,53
940,1000
884,321
114,594
535,631
397,341
496,152
806,66
381,637
861,392
829,837
682,86
279,378
186,725
733,888
409,405
416,739
214,586
789,500
140,179
324,855
340,416
889,956
568,157
859,408
427,295
306,864
852,337
415,994
825,179
523,463
79,400
265,953
584,11
983,317
830,270
479,348
