value,weight
167,677
728,377
513,887
597,528
203,641
386,991
891,738
533,153
576,626
788,903
168,153
964,40
468,337
443,697
712,458
429,794
223,66
907,405
540,558
539,347
787,34
792,917
645,593
977,36
986,322
912,173
361,735
393,557
67,523
130,580
182,727
609,521
93,825
368,74
13,961
646,494
442,697
584,290
704,937
933,676
285,540
367,383
835,755
420,35
908,260
100,600
430,7
278,743
622,356
51,61
48,332
548,605
556,442
110,841
605,734
619,61
980,998
469,88
649,521
308,175
153,138
247,312
75,341
615,648
908,241
166,289
138,874
959,612
574,713
607,407
154,699
960,243
170,403
319,228
808,261
507,326
727,360
86,848
689,758
641,960
68,227
911,131
903,512
499,855
738,787
406,655
707,789
800,889
629,335
912,880
147,922
903,922
691,354
110,373
813,197
48,106
626,166
25,174
850,833
814,353
910,378
463,549
964,607
159,517
128,54
548,95
887,876
250,816
543,12
466,906
107,104
983,204
107,846
153,990
247,962
730,120
348,780
662,390
287,222
352,98
527,341
8,342
39,961
992,796
705,354
342,844
630,209
723,457
609,896
994,248
988,863
948,758
921,108
608,757
107,438
673,643
814,910
79,680
608,603
927,769
387,48
862,974
779,572
1,668
121,454
312,103
282,571
432,568
282,190
136,567
786,938
116,462
737,695
149,777
814,807
649,197
699,779
670,132
533,111
810,818
984,398
623,712
407,563
258,995
58,102
906,327
408,184
21,445
147,627
558,366
348,816
683,243
675,750
803,579
360,844
821,696
864,851
555,726
799,291
758,353
124,640
123,138
906,825
874,29
642,470
607,298
766,635
913,174
601,757
952,438
194,111
77,112
167,785
481,373
565,374
63,183
246,17
389,795
340,932
493,130
