value,weight
652,486
773,586
790,280
682,337
488,354
111,936
928,539
242,954
245,675
225,696
813,354
393,17
353,938
264,58
477,851
234,355
364,139
848,454
753,519
752,4
112,139
605,134
50,498
374,13
647,883
373,110
710,872
70,246
792,68
575,685
979,192
814,834
786,810
229,211
714,698
355,415
559,50
861,131
789,762
386,893
106,29
748,144
560,764
217,532
585,101
313,593
155,432
915,880
363,773
568,646
965,77
921,694
49,227
83,194
26,359
320,374
545,431
314,313
526,794
537,24
542,387
516,425
376,758
180,81
425,290
363,546
623,691
300,421
787,714
292,800
839,116
205,460
111,852
156,677
941,694
904,567
868,753
827,561
358,743
374,257
249,540
788,308
100,345
472,40
463,732
939,768
544,22
565,170
850,384
829,185
656,427
556,251
536,355
499,110
10,30
509,795
207,671
782,943
735,74
427,482
315,803
676,910
969,760
788,886
197,959
529,624
836,485
935,97
884,269
15,659
696,873
740,229
896,815
526,959
204,147
319,425
609,781
419,295
404,935
133,195
252,134
861,247
716,634
749,757
510,803
883,109
459,970
632,634
470,809
535,417
793,888
457,943
502,853
85,614
672,695
174,532
875,503
68,409
509,980
748,218
24,721
883,375
608,453
486,85
958,47
669,616
735,388
341,617
919,319
397,408
567,523
761,87
614,40
330,122
571,368
350,70
328,316
539,413
722,768
495,51
613,527
172,17
260,44
919,924
335,183
943,616
885,785
778,438
160,820
299,679
769,337
296,116
768,391
752,820
445,565
810,209
109,540
384,679
388,980
323,74
865,33
432,171
255,898
479,462
471,559
332,243
651,996
558,15
630,910
61,455
167,328
882,713
28,442
318,46
794,943
116,848
979,218
602,212
305,749
434,27
