value,weight
675,334
319,599
773,321
669,46
574,35
994,324
798,532
364,534
587,292
867,37
988,410
308,454
752,99
219,391
636,43
333,919
387,940
555,843
495,904
426,505
134,308
224,914
601,107
113,1
262,827
303,851
677,601
280,986
567,908
57,362
802,592
9,774
921,786
976,752
472,547
998,820
774,795
888,167
747,947
516,857
489,742
246,252
782,533
860,760
255,302
124,453
329,80
901,428
161,542
810,739
588,173
859,763
32,252
342,775
801,879
267,538
271,256
733,453
117,27
172,821
533,995
215,861
86,534
622,725
751,178
774,711
662,619
310,57
953,899
918,484
38,316
32,552
246,61
558,466
123,598
803,107
675,673
614,366
693,743
248,997
688,20
895,440
34,161
11,844
182,676
853,644
791,446
672,735
817,553
983,742
287,779
398,767
838,611
613,82
129,295
95,696
582,88
313,923
325,387
677,711
17,92
686,499
15,641
142,131
540,456
844,773
219,950
41,669
715,789
377,752
646,521
559,618
86,760
344,500
475,900
778,837
368,822
102,748
947,568
320,247
450,734
79,475
363,546
128,625
364,204
29,737
641,818
787,710
876,849
633,614
679,976
924,708
85,197
831,619
518,815
624,993
513,176
206,661
12,372
30,279
87,626
957,563
942,150
304,826
317,160
807,205
310,501
968,214
957,743
407,445
453,36
507,579
548,24
316,463
65,400
137,835
174,85
638,162
112,520
818,704
163,120
926,277
547,333
90,48
197,120
106,509
588,193
981,514
927,300
22,492
695,673
443,264
591,255
563,488
244,813
981,605
356,533
27,636
179,141
53,486
360,594
426,287
406,331
178,155
214,447
222,784
330,533
169,596
52,350
448,484
341,233
444,413
258,995
161,371
761,944
934,684
929,274
133,72
911,685
837,752
