value,weight
24,111
668,672
650,538
170,127
875,748
423,229
115,125
241,135
280,5
744,22
961,779
465,23
981,52
696,328
745,484
594,696
120,125
32,572
180,353
375,138
363,653
421,531
486,460
142,906
587,812
692,4
146,138
37,331
452,437
366,83
511,457
478,79
630,195
533,761
509,332
147,661
739,60
445,952
968,36
929,130
358,527
347,621
611,958
417,977
204,207
545,974
326,321
962,813
518,543
599,892
129,878
496,156
237,581
283,288
582,936
832,675
204,529
354,758
714,388
729,774
290,596
516,382
747,559
363,846
28,555
667,920
43,412
427,898
526,804
219,901
579,229
333,641
763,830
395,851
72,135
432,588
600,450
91,23
362,928
685,182
445,133
524,825
55,602
992,37
859,789
834,453
252,975
445,504
366,602
956,583
628,324
27,248
539,124
666,811
806,32
860,641
651,217
942,508
586,884
930,216
774,29
883,420
852,466
851,460
777,393
377,486
376,735
790,814
680,782
438,337
859,730
884,899
443,321
909,77
600,757
367,830
349,879
955,725
136,449
493,272
223,207
676,268
536,603
533,42
889,5
250,674
486,51
728,535
33,498
22,199
356,313
793,445
586,510
612,36
243,696
429,210
790,625
491,398
697,805
731,328
260,307
138,516
11,695
725,547
194,249
436,494
515,950
629,375
706,800
148,230
682,205
88,356
49,489
257,360
390,25
102,84
859,974
507,307
69,913
23,569
776,801
723,398
880,198
255,249
282,161
991,534
57,386
738,843
756,525
267,981
700,882
656,945
4,280
112,137
217,294
698,862
393,270
64,661
792,854
858,439
621,715
311,936
251,836
695,108
139,688
27,913
599,398
558,709
41,255
509,77
146,794
49,174
415,964
638,420
694,169
331,597
126,643
234,585
948,854
866,641
