value,weight
578,748
659,408
892,326
744,239
150,928
965,982
326,993
704,672
75,161
751,814
347,496
335,791
951,376
254,832
643,393
928,801
130,905
406,492
839,341
758,194
102,313
91,380
392,32
364,883
893,921
251,788
220,262
844,500
606,410
925,379
961,918
636,600
288,680
515,465
80,568
1,453
669,600
771,833
27,664
752,427
816,83
530,246
398,306
879,58
751,667
831,743
217,470
473,950
777,731
374,28
291,835
71,492
327,25
337,760
120,901
822,916
295,957
128,335
972,328
559,630
644,553
90,143
38,532
890,639
999,328
657,672
357,889
130,571
977,352
138,526
85,290
659,218
741,146
146,891
235,788
910,813
674,743
753,863
372,117
900,423
39,914
690,586
546,279
798,606
333,722
225,574
718,572
987,8
552,614
947,319
438,817
410,889
142,921
977,356
96,340
555,713
461,173
116,309
141,224
257,384
153,553
698,780
63,974
314,412
603,605
567,654
882,107
477,103
42,187
181,937
686,423
434,803
846,917
500,965
850,617
477,879
959,739
601,13
362,733
627,145
818,20
539,837
730,64
235,123
772,553
601,83
681,656
262,616
772,751
477,319
375,438
375,901
548,891
123,500
478,365
148,562
321,941
122,239
155,522
586,984
830,631
777,909
678,259
940,219
20,221
467,758
157,226
499,799
573,877
995,758
685,457
223,157
364,214
248,88
265,142
836,820
38,242
785,771
872,206
997,697
443,917
418,975
370,210
229,258
381,949
549,142
643,623
616,548
22,874
465,221
711,367
406,658
454,213
518,290
19,59
656,543
995,162
998,293
714,786
921,432
935,735
974,681
933,856
197,444
837,37
354,785
969,242
980,173
164,916
835,253
5,598
936,759
330,376
44,860
984,413
42,838
753,8
928,402
575,115
296,281
