value,weight
28,475
296,844
782,134
934,283
439,248
755,321
727,401
205,707
636,921
188,674
597,407
981,371
697,544
156,436
965,688
950,20
788,769
388,872
280,517
499,454
455,833
225,735
850,352
242,518
663,360
632,840
414,326
881,615
296,537
538,943
395,989
18,467
202,71
241,549
593,200
431,473
183,96
49,132
972,72
5,774
234,707
399,521
303,50
229,885
184,987
269,50
474,469
182,281
546,451
251,728
453,458
700,608
857,897
319,964
522,268
668,255
944,693
70,418
774,512
373,306
30,584
496,706
191,147
615,938
664,207
55,388
519,56
151,710
970,896
95,73
799,513
833,93
887,858
735,255
364,675
172,936
756,918
719,371
686,844
1,34
561,33
56,709
131,182
444,329
479,753
910,833
560,491
401,324
674,430
112,123
168,744
351,324
439,800
902,527
674,460
832,213
311,189
226,968
422,968
158,388
98,33
647,792
48,998
527,880
581,189
301,194
100,811
882,314
332,82
282,861
839,510
376,151
431,333
225,825
892,785
27,90
905,691
199,937
188,405
745,380
763,843
256,640
476,895
209,734
621,153
214,366
874,967
868,547
381,134
442,971
808,69
733,873
78,674
904,416
407,340
881,534
114,853
671,514
861,777
799,116
136,271
478,776
359,947
617,343
950,181
760,874
367,386
657,507
838,404
360,410
86,425
308,928
541,413
565,468
882,629
650,944
503,122
343,807
9,885
979,997
532,725
191,698
84,666
315,901
638,69
771,330
765,574
62,431
904,833
991,561
600,974
116,637
184,428
252,941
581,786
710,770
517,322
292,41
484,874
206,179
729,391
259,468
847,8
403,744
711,420
687,613
731,970
642,361
789,619
625,521
846,846
965,530
763,544
682,768
18,957
711,569
98,271
78,157
656,178
654,37
