value,weight
559,122
763,323
33,69
257,450
762,535
6,688
786,408
352,490
39,480
583,137
200,70
912,786
324,263
823,211
376,111
569,459
727,920
223,727
763,860
134,61
498,800
276,982
957,71
597,989
602,343
283,895
433,997
228,414
947,40
781,982
430,4
973,354
93,646
212,564
932,287
858,208
138,591
188,11
847,391
208,189
565,586
930,768
346,465
680,612
131,210
248,361
45,580
425,368
621,962
694,783
128,33
495,31
788,24
138,667
565,323
663,614
635,860
89,241
137,735
720,881
545,343
91,185
18,378
706,521
747,710
354,299
938,167
2,93
885,263
210,776
346,176
532,36
738,169
554,718
103,994
383,791
943,45
490,50
17,931
588,497
844,320
307,68
942,21
279,608
938,664
329,536
11,618
108,675
37,397
819,922
467,919
938,891
138,503
809,654
653,339
203,220
18,628
957,95
289,767
753,3
693,328
490,623
531,269
250,487
24,172
720,793
343,210
621,385
599,673
109,260
522,565
291,486
298,764
116,200
455,8
782,473
220,994
66,584
631,220
620,67
846,946
723,815
559,742
452,189
392,704
233,517
653,574
167,714
208,61
989,538
163,12
688,400
817,585
595,79
906,363
892,885
405,468
50,249
968,696
602,875
595,46
521,767
626,18
52,758
785,20
699,233
378,313
212,42
785,43
243,289
921,776
247,887
928,764
968,499
797,484
85,455
506,585
466,878
524,60
470,180
631,644
866,593
399,57
894,932
433,972
150,225
824,373
657,142
427,520
498,920
779,821
47,828
219,971
159,324
248,977
769,241
64,785
319,664
959,265
385,66
180,702
742,915
938,271
982,799
170,259
10,468
374,841
981,480
400,570
388,632
25,133
416,649
942,207
77,487
437,540
178,440
253,934
297,28
931,9
865,668
