value,weight
520,818
705,270
874,700
862,765
420,854
795,988
468,607
374,326
625,255
109,540
777,502
637,957
61,782
380,742
689,103
694,247
976,247
740,434
973,819
612,296
108,559
441,738
894,838
106,201
739,855
241,162
98,812
994,538
148,152
611,513
775,124
618,214
374,110
633,871
486,614
431,147
851,998
97,255
929,62
422,593
678,505
872,4
356,272
789,808
189,945
893,549
575,44
559,596
7,265
492,50
561,617
389,802
381,87
735,382
326,123
20,130
301,435
806,405
658,6
509,660
650,375
528,805
180,954
256,861
173,270
95,318
995,663
800,265
591,710
784,996
563,896
409,136
811,552
144,17
401,986
524,155
160,605
191,853
34,211
394,997
941,240
720,400
352,533
932,988
387,216
463,196
828,482
529,478
486,860
689,909
28,887
856,127
292,543
399,466
358,362
433,975
3,619
938,219
947,414
295,30
991,319
424,842
997,612
544,266
169,787
653,164
120,737
443,461
160,953
371,367
300,93
800,737
452,419
386,315
664,847
979,373
885,649
759,931
528,59
777,231
840,450
185,507
152,662
73,905
610,303
527,473
863,358
452,294
762,181
155,605
117,956
757,923
914,585
681,554
348,963
282,832
767,587
544,533
457,360
696,958
84,341
383,835
844,17
314,185
754,475
913,772
691,456
121,213
163,203
89,180
419,327
269,459
378,84
398,430
631,36
162,954
28,168
375,129
430,476
323,111
353,355
888,133
296,896
131,200
499,51
219,500
937,213
454,362
772,160
527,83
253,765
708,616
268,571
492,384
697,465
550,861
25,288
468,131
104,24
263,46
845,789
956,319
699,502
99,618
491,443
424,127
167,72
386,291
338,26
129,827
347,724
246,877
320,982
2,418
822,387
840,68
415,14
686,232
85,777
662,63
