value,weight
407,829
448,273
905,879
949,736
307,641
378,95
139,890
485,681
384,730
948,655
368,441
84,72
404,993
507,625
320,730
669,362
583,42
283,589
204,326
371,219
243,58
296,189
365,801
561,636
754,386
832,53
33,671
185,269
643,755
26,412
342,671
761,489
837,561
312,674
909,569
142,46
250,529
840,314
808,769
701,4
885,564
455,503
91,779
52,443
116,300
948,584
294,303
670,151
110,332
587,293
912,772
36,325
932,530
590,761
309,510
851,69
732,766
541,888
729,353
500,767
905,122
103,960
451,125
951,888
892,425
782,345
890,66
23,460
950,169
423,223
330,843
608,531
434,891
303,532
432,845
827,358
503,200
590,528
689,566
297,664
988,427
503,643
239,952
867,559
466,739
606,927
587,125
192,649
157,655
552,248
867,482
767,770
539,922
542,661
205,317
776,554
722,30
305,806
650,297
766,817
910,618
31,397
676,415
943,293
416,566
348,471
735,212
274,32
79,844
42,290
963,280
855,324
659,862
241,438
871,98
746,16
756,764
870,142
23,182
256,26
463,189
232,702
175,801
992,52
113,354
862,316
382,233
243,121
289,744
474,944
276,303
652,230
145,660
664,597
11,982
393,507
382,430
103,736
376,251
919,505
419,80
766,438
811,340
641,396
345,598
176,511
202,819
352,880
594,446
184,591
658,250
428,990
609,711
461,569
38,495
145,325
675,779
334,700
885,623
418,722
560,198
31,680
463,755
770,531
298,214
378,839
704,200
21,13
443,803
406,22
332,704
747,499
483,262
539,571
728,148
621,240
696,451
723,134
919,435
790,673
404,424
387,298
386,937
386,309
522,14
407,682
942,163
809,710
697,341
8,382
578,63
613,352
847,225
441,837
565,758
687,911
542,305
749,675
420,932
661,738
