value,weight
912,263
740,568
42,882
522,687
627,748
415,333
715,277
193,663
88,109
904,126
809,67
937,703
269,60
760,256
353,756
834,912
128,101
56,756
196,121
207,10
819,677
925,803
206,668
726,154
355,876
612,884
170,74
829,43
28,669
262,563
23,401
982,47
726,931
477,361
405,940
643,861
547,892
701,976
72,868
697,106
958,551
435,389
867,982
401,737
412,895
393,958
190,617
706,221
6,519
135,772
993,318
336,876
613,669
763,856
286,712
64,683
956,297
426,206
794,220
921,366
42,580
372,30
771,343
699,734
660,739
283,976
795,604
491,746
902,260
387,365
107,373
981,577
27,966
731,155
696,71
752,620
376,290
595,703
362,384
341,534
717,333
116,337
391,42
712,93
587,741
34,725
780,663
837,616
894,274
948,303
348,884
891,448
387,692
98,99
846,152
588,89
747,81
222,140
386,996
234,680
774,269
451,916
564,274
635,236
65,905
825,214
224,71
814,30
216,614
662,721
715,554
108,19
995,337
997,525
224,893
31,726
757,863
163,125
872,57
45,200
159,55
900,980
24,443
885,298
297,653
770,498
238,723
248,199
713,346
150,895
292,753
497,565
458,62
668,876
147,888
149,74
6,145
163,102
817,453
371,64
644,691
42,980
43,463
365,275
418,393
652,550
435,198
901,335
666,56
196,254
554,517
48,884
921,505
569,152
614,713
598,564
835,622
171,523
421,425
631,473
352,601
131,14
936,38
119,785
874,273
463,46
1,402
738,411
52,701
115,637
684,122
720,849
812,792
848,777
585,598
146,406
225,222
584,69
264,646
890,407
549,851
575,96
379,948
855,388
19,880
475,297
775,926
102,245
489,191
565,669
530,746
585,414
95,404
598,884
342,553
955,677
422,931
594,465
676,854
34,601
