value,weight
206,981
786,430
672,256
640,213
897,322
245,691
857,539
863,317
638,203
910,500
591,721
239,869
379,466
886,166
399,466
952,358
974,91
742,698
978,599
61,112
177,275
275,161
708,474
468,824
201,458
602,258
48,272
627,433
218,411
300,49
837,255
964,661
812,361
595,767
811,634
73,555
729,290
27,398
622,266
719,272
172,621
777,147
825,948
311,487
850,525
455,764
548,543
792,515
236,53
253,794
615,748
654,186
315,379
161,478
492,934
910,897
314,423
104,924
128,250
519,396
48,754
810,692
913,765
65,308
482,681
73,622
81,378
161,440
868,266
33,835
585,979
731,495
97,372
729,281
862,269
366,962
510,152
33,45
24,478
835,460
619,659
146,151
845,648
494,475
641,235
272,347
890,573
379,86
828,520
690,893
938,954
337,686
537,962
520,561
108,174
466,351
641,527
44,50
192,186
272,326
612,387
529,978
498,264
865,90
983,87
263,372
110,349
780,740
982,732
204,799
329,576
474,601
601,839
883,875
38,123
533,220
683,773
321,395
38,383
195,934
533,837
546,650
446,41
371,80
487,403
48,888
420,777
438,877
703,776
828,181
34,271
879,587
824,756
874,930
665,838
283,344
452,791
585,396
119,939
833,686
898,401
648,906
209,221
739,241
152,647
98,564
969,780
171,749
256,382
290,324
288,387
94,538
287,375
719,846
980,607
572,698
177,548
761,233
979,695
957,887
262,39
601,172
862,724
21,727
992,23
485,404
295,992
576,225
802,987
529,851
874,520
22,807
626,150
822,519
911,356
40,724
903,996
54,907
654,884
880,373
459,905
909,734
145,594
757,210
673,286
193,639
621,404
508,363
663,301
859,243
872,520
247,532
437,658
556,442
180,527
401,555
84,585
352,943
186,516
48,383
