value,weight
617,404
717,461
403,695
787,924
492,961
824,330
292,146
34,188
137,386
225,763
770,64
610,620
862,505
345,301
682,401
451,13
881,930
889,785
629,382
280,959
492,554
926,272
455,913
855,671
108,409
293,873
555,799
78,24
757,298
95,496
616,798
991,388
7,216
94,158
878,593
428,514
956,193
862,589
297,345
186,23
703,164
588,10
740,499
770,510
693,580
186,907
687,6
987,74
391,428
576,761
858,603
177,721
86,962
740,45
7,101
465,752
629,734
411,171
451,705
770,851
539,169
653,523
876,956
340,947
573,768
564,5
300,393
980,399
919,257
564,954
868,570
782,470
668,115
556,592
289,796
769,449
809,535
52,708
355,837
94,571
590,346
277,254
488,415
145,226
884,170
91,914
901,708
566,205
751,151
725,332
877,849
844,5
988,881
387,544
391,317
973,958
476,534
135,185
483,577
715,357
855,210
412,561
597,631
20,985
106,638
282,283
105,580
7,27
481,907
567,830
908,543
925,552
692,262
230,850
641,130
280,979
294,732
260,666
113,894
470,333
472,164
725,145
137,144
966,407
554,954
307,127
823,872
977,36
866,279
311,900
421,494
306,730
451,891
389,673
36,413
758,263
959,822
628,955
314,858
492,901
341,336
563,841
460,908
678,792
51,414
253,219
844,83
590,628
547,69
149,867
187,906
201,233
914,894
818,157
431,942
111,321
164,11
228,520
318,790
144,118
721,206
396,435
473,371
992,990
315,222
128,867
530,783
819,328
677,234
84,706
237,423
745,222
405,613
537,230
570,571
875,923
34,659
497,474
569,379
43,100
270,648
408,277
172,625
80,977
516,853
940,126
176,11
575,362
226,460
742,58
683,7
106,531
600,601
119,929
599,566
732,562
591,928
539,550
421,347
851,534
