value,weight
140,323
576,596
390,790
582,75
687,248
763,217
479,249
253,179
828,817
28,922
397,471
861,691
409,888
444,508
5,416
358,804
780,145
12,688
264,749
667,582
999,809
369,463
130,144
10,918
247,296
712,608
390,742
89,903
720,953
642,463
883,397
866,851
106,335
297,597
697,592
287,273
375,264
793,108
868,240
237,798
282,35
663,753
47,26
597,125
328,299
421,66
610,173
790,873
58,475
715,496
237,18
212,888
481,809
839,396
818,492
436,599
840,925
998,970
694,680
181,714
278,248
640,58
815,363
279,50
32,23
439,332
767,864
87,862
946,440
279,609
623,369
185,157
623,722
399,951
740,739
852,256
332,726
215,691
686,388
345,330
641,833
112,197
795,742
76,273
103,801
358,561
32,803
361,564
498,758
120,403
448,184
487,124
591,232
470,239
282,340
104,765
863,325
946,688
622,856
206,924
450,145
727,944
336,190
743,104
293,677
501,818
252,475
858,746
796,898
706,829
631,686
504,31
879,317
137,377
268,649
363,194
497,707
639,537
452,445
841,452
827,995
32,928
340,407
209,478
861,505
694,894
122,295
348,883
701,286
314,275
520,629
29,401
854,122
848,576
503,796
161,670
898,333
647,458
93,129
807,732
752,887
574,312
327,179
977,615
726,37
544,466
447,138
737,547
878,148
312,386
214,465
348,400
669,397
605,324
658,589
154,816
527,474
679,239
657,373
371,93
956,277
783,730
380,826
451,365
398,957
299,170
821,206
62,863
608,305
143,553
616,734
52,381
376,916
516,301
213,130
910,226
685,370
772,633
12,730
526,859
801,607
995,308
367,896
243,464
183,228
239,229
555,442
98,825
693,683
569,929
462,894
429,938
83,104
722,952
18,573
87,489
802,983
718,277
928,178
486,77
